sample	samples	_primary_site	SLC25A11	SLC25A12	SLC25A13	SLC16A1	SLC16A4	SLC16A7	MPC1	MPC2	GPD1	GPD1L	GPD2	LDHA	LDHB	LDHC	LDHD
GTEX-12ZZX-3026-SM-5GCP3	GTEX-12ZZX-3026-SM-5GCP3	Pituitary	10.35	10.69	9.173	9.731	10.24	7.308	9.956	10.76	7.13	10.09	10.96	12.59	13.12	0	8.915
GTEX-14A5H-3026-SM-5RQHV	GTEX-14A5H-3026-SM-5RQHV	Pituitary	10.35	10.42	9.603	9.367	7.614	9.202	9.932	11.14	6.871	9.424	9.324	12.94	12.21	5.559	8.722
GTEX-X4EP-3226-SM-3P5YR	GTEX-X4EP-3226-SM-3P5YR	Pituitary	10.33	10.88	9.617	9.343	7.409	8.851	9.907	11.29	6.281	9.795	9.58	13.7	12.39	1.125	9.571
GTEX-T5JC-2526-SM-4DM6G	GTEX-T5JC-2526-SM-4DM6G	Pituitary	10	10.57	9.493	9.832	7.828	8.17	10.32	11.27	5.737	9.516	9.441	14.17	12.21	3.477	7.762
GTEX-ZYFD-3126-SM-5E44O	GTEX-ZYFD-3126-SM-5E44O	Pituitary	9.827	9.866	9.601	10.5	9.069	10.55	10.21	10.17	6.281	8.003	10.36	14.57	13.5	2.101	5.415
GTEX-11GSP-3026-SM-5N9CE	GTEX-11GSP-3026-SM-5N9CE	Pituitary															
GTEX-1212Z-2926-SM-59HKV	GTEX-1212Z-2926-SM-59HKV	Pituitary															
GTEX-1269C-3226-SM-5EGKT	GTEX-1269C-3226-SM-5EGKT	Pituitary															
GTEX-1399T-2926-SM-5IFF8	GTEX-1399T-2926-SM-5IFF8	Pituitary															
GTEX-139TS-2926-SM-5KM1Z	GTEX-139TS-2926-SM-5KM1Z	Pituitary															
GTEX-13FHO-3126-SM-5IJF6	GTEX-13FHO-3126-SM-5IJF6	Pituitary															
GTEX-13JUV-2626-SM-5N9EB	GTEX-13JUV-2626-SM-5N9EB	Pituitary															
GTEX-13N2G-2926-SM-5IJEE	GTEX-13N2G-2926-SM-5IJEE	Pituitary															
GTEX-13O1R-3226-SM-5KM58	GTEX-13O1R-3226-SM-5KM58	Pituitary															
GTEX-13OW8-3026-SM-5L3G8	GTEX-13OW8-3026-SM-5L3G8	Pituitary															
GTEX-NPJ8-1426-SM-3MJHR	GTEX-NPJ8-1426-SM-3MJHR	Pituitary															
GTEX-PVOW-2726-SM-48TCA	GTEX-PVOW-2726-SM-48TCA	Pituitary															
GTEX-T2IS-3126-SM-32QPK	GTEX-T2IS-3126-SM-32QPK	Pituitary															
GTEX-T6MN-2726-SM-5CHSW	GTEX-T6MN-2726-SM-5CHSW	Pituitary															
GTEX-TSE9-3126-SM-5CHRB	GTEX-TSE9-3126-SM-5CHRB	Pituitary															
GTEX-Z93S-3026-SM-5CVMS	GTEX-Z93S-3026-SM-5CVMS	Pituitary															
GTEX-ZAK1-3126-SM-5S2O8	GTEX-ZAK1-3126-SM-5S2O8	Pituitary															
GTEX-ZE9C-3126-SM-4WKHN	GTEX-ZE9C-3126-SM-4WKHN	Pituitary															
GTEX-ZUA1-3126-SM-59HJ8	GTEX-ZUA1-3126-SM-59HJ8	Pituitary															
GTEX-11DXX-2526-SM-5H119	GTEX-11DXX-2526-SM-5H119	Nerve	11.24	9.647	8.981	9.068	9.014	8.208	10.94	10.61	10.87	10.63	10.37	14.48	13.34	1.561	9.651
GTEX-WHPG-2426-SM-3NMBQ	GTEX-WHPG-2426-SM-3NMBQ	Nerve	11.21	10.38	10.06	10.07	5.482	9.155	9.525	10.06	10.98	10.75	11.01	14.83	11.7	5.963	8.441
GTEX-1339X-2726-SM-5PNYU	GTEX-1339X-2726-SM-5PNYU	Nerve	11.13	9.45	9.225	10.4	7.959	9.321	11.01	10.26	8.8	9.643	10.94	15	13.27	1.451	7.525
GTEX-13NYS-0426-SM-5MR4X	GTEX-13NYS-0426-SM-5MR4X	Nerve	11.07	9.93	9.334	9.548	9.222	9.416	10.7	10.76	10.41	10.58	10.64	14.14	13.56	9.674	9.901
GTEX-VUSG-2726-SM-4KKZJ	GTEX-VUSG-2726-SM-4KKZJ	Nerve	11.05	9.285	9.406	9.31	8.99	7.987	10.48	9.867	7.97	10.89	10.81	13.76	12.74	0.9795	8.976
GTEX-NPJ8-1726-SM-2YUNB	GTEX-NPJ8-1726-SM-2YUNB	Nerve	11.01	9.647	8.615	9.275	8.886	10.05	9.836	9.353	8.014	10.37	10.18	14.33	13.05	0	7.882
GTEX-146FQ-0426-SM-5NQBA	GTEX-146FQ-0426-SM-5NQBA	Nerve	10.99	9.861	9.012	8.801	9.265	7.724	10.39	9.932	8.267	10.51	10.16	13.35	12.98	0	9.259
GTEX-OXRK-0426-SM-2YUMT	GTEX-OXRK-0426-SM-2YUMT	Nerve	10.92	9.688	9.232	9.15	8.774	9.004	10.29	9.672	11.99	10.87	10.28	13.22	12.95	1.164	9.821
GTEX-YJ8A-0726-SM-5Q5A6	GTEX-YJ8A-0726-SM-5Q5A6	Nerve	10.89	10.74	8.903	11.1	8.811	10.23	10.81	10.04	10.24	11.41	10.55	14.34	12.87	1.158	9.679
GTEX-WHSB-2026-SM-3LK6H	GTEX-WHSB-2026-SM-3LK6H	Nerve	10.86	9.918	9.332	8.982	8.343	8.068	10.27	9.597	9.622	10.96	10.33	13.18	12.86	0.9546	10.24
GTEX-PSDG-0626-SM-2S1OE	GTEX-PSDG-0626-SM-2S1OE	Nerve	10.83	9.73	9.112	9.088	8.58	8.821	9.676	9.333	10.34	11.03	10.31	13.82	12.74	0	9.021
GTEX-144GN-2526-SM-5LU54	GTEX-144GN-2526-SM-5LU54	Nerve	10.82	10.09	9.389	9.462	8.706	9.7	10.15	9.875	10.94	10.65	10.42	14.53	13.13	0	8.849
GTEX-14DAR-2226-SM-5S2VT	GTEX-14DAR-2226-SM-5S2VT	Nerve	10.81	9.815	9.008	9.162	8.271	8.718	10.87	10.31	10.52	11.15	10.19	13.45	13.5	2	9.904
GTEX-1399S-2426-SM-5K7U3	GTEX-1399S-2426-SM-5K7U3	Nerve	10.78	9.891	8.854	9.631	9.136	8.453	10.67	10.32	9.512	11.16	10.37	14.01	13.16	0	9.429
GTEX-Q2AG-0626-SM-2S1PV	GTEX-Q2AG-0626-SM-2S1PV	Nerve	10.78	9.836	9.408	9.974	8.767	9.658	9.745	9.26	8.02	9.846	10.36	14.76	12.99	0	8.245
GTEX-O5YV-1826-SM-2YUNI	GTEX-O5YV-1826-SM-2YUNI	Nerve	10.77	9.681	9.264	9.338	8.949	8.774	10.11	9.244	9.093	11.02	10.66	13.64	12.67	3.945	9.295
GTEX-O5YT-1726-SM-3NMD7	GTEX-O5YT-1726-SM-3NMD7	Nerve	10.76	10.27	9.316	9.286	8.858	9.851	10.17	9.833	11.94	10.56	10.4	14.72	13.13	0.9083	8.678
GTEX-12WSL-2826-SM-5LZWL	GTEX-12WSL-2826-SM-5LZWL	Nerve	10.74	9.68	9.315	9.202	8.511	8.814	10.26	9.584	9.047	10.67	10.56	13.72	12.81	1.184	9.154
GTEX-XUJ4-2726-SM-4BOQ1	GTEX-XUJ4-2726-SM-4BOQ1	Nerve	10.73	10.24	9.535	9.566	9.389	8.433	10.71	9.818	10.05	10.96	10.93	13.31	13.07	1.581	10.13
GTEX-SNOS-1626-SM-3NMA4	GTEX-SNOS-1626-SM-3NMA4	Nerve	10.72	10.08	9.407	9.455	8.43	9.717	10.42	9.794	9.103	10.77	10.83	14.41	13.13	1.855	9.261
GTEX-XYKS-2526-SM-4BOPX	GTEX-XYKS-2526-SM-4BOPX	Nerve	10.72	9.799	9.812	9.812	8.388	9.795	10.32	10.25	12.52	10.1	10.71	14.31	13.07	0	9.353
GTEX-13S86-2426-SM-5S2MX	GTEX-13S86-2426-SM-5S2MX	Nerve	10.72	9.57	9.095	9.767	9.137	10.01	10.06	9.908	8.83	10.58	10.6	14.37	12.89	0	7.501
GTEX-111CU-2226-SM-5N9G5	GTEX-111CU-2226-SM-5N9G5	Nerve	10.68	10.18	9.701	8.99	8.139	9.748	10.21	9.622	11.98	10.64	10.59	14.02	13.17	1.649	9.532
GTEX-13IVO-0426-SM-5LZY7	GTEX-13IVO-0426-SM-5LZY7	Nerve	10.68	9.575	8.892	8.908	9.224	7.919	9.882	9.196	6.028	10.89	10.78	13.24	12.48	2.327	9.275
GTEX-ZQG8-1326-SM-51MQW	GTEX-ZQG8-1326-SM-51MQW	Nerve	10.66	9.771	9.451	9.255	8.627	8.444	10.66	9.691	10.02	11.12	10.88	13.22	13.23	1.653	9.883
GTEX-Y3IK-2726-SM-4WWDV	GTEX-Y3IK-2726-SM-4WWDV	Nerve	10.65	10.38	9.7	9.326	8.771	9.349	10.63	9.709	12.37	10.86	10.78	13.82	12.95	1.531	9.539
GTEX-TKQ1-1326-SM-4DXU7	GTEX-TKQ1-1326-SM-4DXU7	Nerve	10.65	9.833	9.194	9.148	8.405	8.857	10.43	9.637	10.29	10.6	10.5	13.87	13.06	2.38	9.89
GTEX-XGQ4-2526-SM-4AT57	GTEX-XGQ4-2526-SM-4AT57	Nerve	10.64	9.905	9.011	8.925	8.399	8.431	10.49	9.836	9.775	11.15	10.3	13.5	12.92	4.105	9.783
GTEX-QDVN-2226-SM-2S1PM	GTEX-QDVN-2226-SM-2S1PM	Nerve	10.63	10.25	9.278	9.69	8.278	9.798	10.2	9.653	9.482	10.25	10.26	14.89	13.28	0	8.218
GTEX-13D11-2626-SM-5IJDB	GTEX-13D11-2626-SM-5IJDB	Nerve	10.63	10.13	9.083	8.829	8.429	9.243	10.24	9.563	11.4	11.14	10.56	13.73	13	1.136	9.505
GTEX-1313W-0326-SM-5LZU5	GTEX-1313W-0326-SM-5LZU5	Nerve	10.62	9.91	9.435	8.942	8.93	8.38	10.27	9.48	10.34	10.7	10.57	13.18	12.62	2.076	9.378
GTEX-14AS3-2226-SM-5S2OX	GTEX-14AS3-2226-SM-5S2OX	Nerve	10.62	9.714	9.328	8.861	8.761	8.64	10.46	9.7	8.333	10.79	10.76	13.31	12.67	0	9.093
GTEX-Y8E5-0526-SM-57WBY	GTEX-Y8E5-0526-SM-57WBY	Nerve	10.61	10.04	9.164	9.168	9.778	9.126	10.16	9.659	9.666	10.7	10.63	13.59	12.74	1.497	8.655
GTEX-1192X-0326-SM-5H11U	GTEX-1192X-0326-SM-5H11U	Nerve	10.61	9.933	9.379	9.811	8.974	9.588	9.933	9.562	10.09	10.78	10.65	13.87	12.76	0	8.821
GTEX-ZVZP-2626-SM-51MR4	GTEX-ZVZP-2626-SM-51MR4	Nerve	10.61	9.897	9.187	9.576	8.625	8.341	10.67	9.976	7.866	11.24	10.62	13.82	13.09	4.714	9.732
GTEX-117YX-2426-SM-5GZZJ	GTEX-117YX-2426-SM-5GZZJ	Nerve	10.61	9.792	9.145	9.597	8.656	9.04	10.34	9.814	11.74	11.13	10.45	13.53	13.13	2.37	9.594
GTEX-NPJ7-1726-SM-2YUNA	GTEX-NPJ7-1726-SM-2YUNA	Nerve	10.61	9.75	9.106	8.992	9.128	8.059	10.15	9.494	8.112	10.79	10.67	13.35	12.55	1.796	9.507
GTEX-Y5V6-2726-SM-4VDSC	GTEX-Y5V6-2726-SM-4VDSC	Nerve	10.61	9.53	9.144	9.647	8.997	8.123	11.12	10.14	9.539	11.5	10.44	13.92	12.88	4.226	9.745
GTEX-13W3W-2726-SM-5SIAE	GTEX-13W3W-2726-SM-5SIAE	Nerve	10.6	10.08	9.578	9.634	8.102	10.44	10.83	10.73	12.85	11.32	10.83	14.15	13.63	4.612	9.206
GTEX-ZAB5-1926-SM-5HL7O	GTEX-ZAB5-1926-SM-5HL7O	Nerve	10.6	9.62	9.639	10.51	9.25	11.13	10.51	10.26	14.08	10.41	10.69	15.16	14.13	1.63	8.515
GTEX-ZXG5-0426-SM-5GICT	GTEX-ZXG5-0426-SM-5GICT	Nerve	10.59	10.17	9.773	9.527	10.16	8.545	10.95	9.597	5.418	10.9	11.46	13.41	12.65	4.591	8.419
GTEX-111VG-2526-SM-5GZXP	GTEX-111VG-2526-SM-5GZXP	Nerve	10.59	10.07	9.352	8.941	9.453	7.014	10.44	9.749	8.413	10.75	10.8	13.21	12.61	0	9.491
GTEX-Y8DK-0426-SM-4TT3Q	GTEX-Y8DK-0426-SM-4TT3Q	Nerve	10.59	9.978	9.45	9.106	9.474	7.952	10.39	9.57	9.43	10.77	10.77	12.72	12.34	2.605	9.546
GTEX-13NYC-0626-SM-5K7U8	GTEX-13NYC-0626-SM-5K7U8	Nerve	10.59	9.362	9.14	9.199	8.63	9.49	10.1	9.384	6.68	10.23	10.88	14.02	12.4	2.072	8.151
GTEX-T2YK-0326-SM-4DM7D	GTEX-T2YK-0326-SM-4DM7D	Nerve	10.58	9.641	9.286	9.017	8.808	9.281	10	9.593	8.242	10.54	10.44	14.27	12.55	0	8.376
GTEX-OXRK-0426-SM-3NB2E	GTEX-OXRK-0426-SM-3NB2E	Nerve	10.58	9.607	9.157	9.257	8.784	9.24	10.45	9.804	11.77	11.12	10.51	13.35	12.98	1.87	9.612
GTEX-WL46-0426-SM-3TW8J	GTEX-WL46-0426-SM-3TW8J	Nerve	10.57	10.35	9.575	9.437	9.448	9.771	10.29	10.11	12.09	10.89	10.59	13.6	12.78	0.8429	8.786
GTEX-WHWD-2326-SM-3LK6Q	GTEX-WHWD-2326-SM-3LK6Q	Nerve	10.57	10.01	9.346	9.106	8.868	9.34	10.05	9.747	9.005	10.79	10.81	14.15	12.81	1.007	8.883
GTEX-SNMC-1626-SM-4DM52	GTEX-SNMC-1626-SM-4DM52	Nerve	10.57	9.823	9.549	8.836	8.454	7.407	10.25	9.535	8.489	10.87	10.34	12.99	12.77	3.257	10.02
GTEX-XMK1-2426-SM-4B66I	GTEX-XMK1-2426-SM-4B66I	Nerve	10.56	10.35	10.04	8.632	8.789	9.255	10.28	9.459	10.95	10.59	10.74	13.34	12.37	1.686	9.652
GTEX-Y5V5-2626-SM-5IFJM	GTEX-Y5V5-2626-SM-5IFJM	Nerve	10.56	10.24	9.347	8.65	9.072	8.853	10.39	9.461	10.99	10.91	10.73	13.16	12.67	0	9.936
GTEX-OHPK-1726-SM-48TC4	GTEX-OHPK-1726-SM-48TC4	Nerve	10.56	9.845	9.062	9.111	8.048	7.625	10.53	9.598	8.935	10.67	10.18	13.05	13.12	1.197	9.975
GTEX-11ZUS-1226-SM-5FQU8	GTEX-11ZUS-1226-SM-5FQU8	Nerve	10.55	10.08	9.489	8.983	9.701	7.915	10.37	9.419	8.174	10.71	10.58	13.09	12.31	5.137	9.372
GTEX-ZP4G-2226-SM-57WFB	GTEX-ZP4G-2226-SM-57WFB	Nerve	10.54	10.07	9.622	9.281	8.668	8.312	10.4	9.72	9.875	11.27	10.81	13.38	12.89	2.075	9.666
GTEX-YB5K-2426-SM-5IFHP	GTEX-YB5K-2426-SM-5IFHP	Nerve	10.54	9.856	9.519	9.037	7.77	8.587	10.3	9.328	10.87	10.64	10.26	13.23	13.01	0	9.625
GTEX-12WS9-0426-SM-59HJW	GTEX-12WS9-0426-SM-59HJW	Nerve	10.54	9.747	9.514	9.644	9.101	10.73	10.25	9.532	9.981	10.22	10.84	14.83	13.04	1.811	8.019
GTEX-ZC5H-0526-SM-5HL9E	GTEX-ZC5H-0526-SM-5HL9E	Nerve	10.52	10.16	9.347	9.349	8.985	10.25	10.17	9.525	11.2	10.58	10.79	13.69	12.64	0	9.005
GTEX-ZYFG-2526-SM-5GIEK	GTEX-ZYFG-2526-SM-5GIEK	Nerve	10.52	10.01	9.523	8.967	8.745	8.741	10.6	9.865	11.66	10.96	10.57	13.39	13.16	2.489	9.681
GTEX-R55G-2126-SM-2TC67	GTEX-R55G-2126-SM-2TC67	Nerve	10.52	9.914	9.247	9.256	8.857	9.674	10.47	10.07	11.96	10.78	10.87	14.27	13.22	0	8.818
GTEX-X15G-2526-SM-4PQZT	GTEX-X15G-2526-SM-4PQZT	Nerve	10.52	9.409	9.563	9.429	8.539	6.801	10.41	9.811	9.83	11.01	10.82	13.63	12.89	1.211	9.123
GTEX-11P82-1926-SM-5Q5AU	GTEX-11P82-1926-SM-5Q5AU	Nerve	10.51	10.3	9.313	9.658	8.141	8.656	10.33	10.28	11.23	11.1	10.75	12.96	12.38	2.156	9.814
GTEX-XPT6-2126-SM-4B66P	GTEX-XPT6-2126-SM-4B66P	Nerve	10.51	10.16	9.479	9.243	8.948	8.896	10.46	9.82	9.651	10.86	10.72	13.79	12.87	0	9.889
GTEX-146FR-1426-SM-5SIAV	GTEX-146FR-1426-SM-5SIAV	Nerve	10.51	10.14	9.826	9.109	8.305	9.84	10.54	9.736	12.89	11.74	10.85	13.56	13.63	1.041	9.533
GTEX-XUW1-0626-SM-4BOP4	GTEX-XUW1-0626-SM-4BOP4	Nerve	10.51	9.997	9.63	9.404	8.363	8.472	10.25	9.459	11.12	11.14	10.71	13.39	12.86	3.433	9.559
GTEX-11EQ9-2326-SM-5HL5H	GTEX-11EQ9-2326-SM-5HL5H	Nerve	10.51	9.993	9.51	8.86	8.479	8.872	10.55	9.719	10.35	10.95	10.62	13.5	13.07	1.183	9.616
GTEX-YFC4-0826-SM-5CVM1	GTEX-YFC4-0826-SM-5CVM1	Nerve	10.51	9.914	9.453	8.913	9.297	8.481	10.24	9.453	9.941	10.71	10.46	13.38	12.45	2.293	9.133
GTEX-1477Z-1526-SM-5SI9V	GTEX-1477Z-1526-SM-5SI9V	Nerve	10.51	9.904	9.739	8.691	8.826	8.034	10.78	9.924	8.945	10.98	10.73	13.66	12.92	0	9.731
GTEX-ZF2S-2526-SM-5CVNT	GTEX-ZF2S-2526-SM-5CVNT	Nerve	10.5	10.11	9.383	9.16	9.689	9.049	10.32	9.653	9.911	10.96	10.98	13.14	12.97	1.146	9.631
GTEX-13OW7-0526-SM-5J1N2	GTEX-13OW7-0526-SM-5J1N2	Nerve	10.5	9.925	9.373	8.9	9.027	8.59	10.48	9.922	10.99	10.68	10.39	13.35	12.6	0.9103	8.713
GTEX-13111-2026-SM-5GCMN	GTEX-13111-2026-SM-5GCMN	Nerve	10.5	9.917	9.508	9.323	8.494	8.4	10.64	9.897	11.18	10.95	10.84	13.4	13.06	1.754	9.822
GTEX-13CF2-2826-SM-5LZX9	GTEX-13CF2-2826-SM-5LZX9	Nerve	10.5	9.906	9.313	9.113	9.44	7.859	10.04	9.282	6.965	10.18	10.64	13.03	12.16	3.9	8.724
GTEX-111FC-0526-SM-5GZZ8	GTEX-111FC-0526-SM-5GZZ8	Nerve	10.5	9.812	9.593	9.041	9.766	8.254	10.51	9.411	10.61	11.1	10.62	12.72	12.35	0	9.338
GTEX-XMD2-0326-SM-4YCD6	GTEX-XMD2-0326-SM-4YCD6	Nerve	10.49	9.988	9.434	8.854	9.199	8.328	10.36	9.67	7.812	10.65	10.86	13.39	12.43	1.068	9.009
GTEX-OHPJ-0726-SM-2YUNM	GTEX-OHPJ-0726-SM-2YUNM	Nerve	10.49	9.79	9.621	9.597	8.362	8.333	10.14	9.423	9.707	10.81	10.98	14	12.9	1.659	9.01
GTEX-WH7G-2626-SM-3NMBE	GTEX-WH7G-2626-SM-3NMBE	Nerve	10.48	10.27	9.487	9.094	8.883	8.598	10.42	9.844	8.979	10.93	10.39	13.73	13.08	4.313	9.435
GTEX-11ZVC-2826-SM-5FQTC	GTEX-11ZVC-2826-SM-5FQTC	Nerve	10.48	10.12	9.499	8.796	8.922	7.925	10.17	9.412	10.23	10.63	10.8	13.06	12.4	4.019	8.967
GTEX-144GL-0426-SM-5QGOZ	GTEX-144GL-0426-SM-5QGOZ	Nerve	10.48	10.07	9.321	8.681	8.942	8.752	9.984	9.258	11.26	10.26	10.74	12.85	12.22	0	8.652
GTEX-NFK9-0426-SM-2YUNK	GTEX-NFK9-0426-SM-2YUNK	Nerve	10.48	10.06	9.293	9.272	8.571	8.095	10.25	9.413	10.35	11.06	10.49	13.11	13.18	1.826	9.813
GTEX-WY7C-2626-SM-3NB2P	GTEX-WY7C-2626-SM-3NB2P	Nerve	10.48	10.03	9.281	9.134	9.045	9.899	10.54	10.5	12.37	11.21	10.84	13.69	13.23	4.702	9.686
GTEX-ZLV1-2026-SM-5EQMB	GTEX-ZLV1-2026-SM-5EQMB	Nerve	10.48	9.825	9.389	9.017	8.582	9.265	10.56	9.694	10.34	10.84	10.72	13.51	13.06	0	9.369
GTEX-13O21-1826-SM-5MR5M	GTEX-13O21-1826-SM-5MR5M	Nerve	10.47	10.28	9.512	9.081	9.029	8.613	10.22	9.62	9.767	10.96	10.55	13.47	12.98	1.704	9.66
GTEX-131XE-2526-SM-5EQ57	GTEX-131XE-2526-SM-5EQ57	Nerve	10.47	9.967	9.503	9.733	8.976	10.17	9.911	9.401	9.239	10.15	10.91	14.18	12.47	0	7.937
GTEX-131XG-2526-SM-5HL7F	GTEX-131XG-2526-SM-5HL7F	Nerve	10.47	9.91	9.408	9.279	8.349	9.547	10.4	9.626	10.47	11.17	10.65	14.08	13.03	1.69	9.083
GTEX-145LV-2526-SM-5S2VA	GTEX-145LV-2526-SM-5S2VA	Nerve	10.47	9.845	9.197	8.64	9.182	8.453	10.46	9.976	8.273	11.17	10.49	13.56	12.88	4.846	9.232
GTEX-SIU8-0326-SM-2XCDR	GTEX-SIU8-0326-SM-2XCDR	Nerve	10.46	10.26	9.389	8.971	9.251	9.06	10.03	9.612	10.24	10.59	10.66	13.16	12.33	0	9.036
GTEX-139T6-1726-SM-5PNZ3	GTEX-139T6-1726-SM-5PNZ3	Nerve	10.46	10.1	9.436	9.67	8.407	9.008	10.35	9.838	10.77	11.36	10.8	13.9	13.24	5.052	9.615
GTEX-VJYA-1726-SM-3NMDQ	GTEX-VJYA-1726-SM-3NMDQ	Nerve	10.46	10.07	9.492	9.776	9.589	9.318	10.15	9.75	8.367	10.75	10.94	13.79	12.68	2.369	8.445
GTEX-132NY-0526-SM-5EQ4V	GTEX-132NY-0526-SM-5EQ4V	Nerve	10.46	9.987	9.312	8.945	9.081	8.875	10.18	9.415	9.969	10.39	10.59	13.58	12.48	1.165	8.836
GTEX-YB5E-2326-SM-5IFIJ	GTEX-YB5E-2326-SM-5IFIJ	Nerve	10.45	10.34	9.399	8.656	8.717	9.513	10.23	9.783	12.79	10.81	10.53	13.64	13.11	0	9.802
GTEX-YBZK-0426-SM-59HLM	GTEX-YBZK-0426-SM-59HLM	Nerve	10.45	10.23	9.613	9.358	9.723	8.878	9.993	9.757	11.9	10.75	10.74	13.54	12.73	1.689	8.898
GTEX-13FHP-0326-SM-5K7U2	GTEX-13FHP-0326-SM-5K7U2	Nerve	10.45	9.998	9.545	9.099	9.525	9.611	9.921	9.575	6.952	10.33	10.72	13.73	12.35	0	8.515
GTEX-11NUK-0426-SM-5HL5V	GTEX-11NUK-0426-SM-5HL5V	Nerve	10.44	10.04	9.71	8.712	9.104	8.034	10.3	9.335	6.951	10.94	10.87	12.77	12.58	4.702	8.601
GTEX-P78B-0626-SM-5S2W4	GTEX-P78B-0626-SM-5S2W4	Nerve	10.44	9.927	9.642	8.478	8.884	8.742	10.31	9.325	9.303	10.83	10.74	13.18	12.73	1.005	9.088
GTEX-Y114-2626-SM-4TT8Y	GTEX-Y114-2626-SM-4TT8Y	Nerve	10.44	9.92	9.711	10	8.37	8.698	10.54	9.708	9.907	10.75	10.76	14.14	13.09	0	9.358
GTEX-13NZ9-0726-SM-5J1ME	GTEX-13NZ9-0726-SM-5J1ME	Nerve	10.43	10.1	9.781	9.039	9.064	9.6	10.05	9.523	9.964	11.04	11.05	13.77	12.37	1.027	7.904
GTEX-WZTO-1026-SM-3NM9P	GTEX-WZTO-1026-SM-3NM9P	Nerve	10.43	10.06	9.352	9.251	9.479	8.379	10.22	9.639	9.989	10.89	10.68	13.01	12.48	1.439	8.863
GTEX-Z9EW-2026-SM-5CVMQ	GTEX-Z9EW-2026-SM-5CVMQ	Nerve	10.43	9.962	9.404	9.024	8.777	9.177	10.32	9.813	11.56	11.14	10.33	13.6	13.29	1.201	9.426
GTEX-11ONC-2326-SM-5HL6P	GTEX-11ONC-2326-SM-5HL6P	Nerve	10.43	9.849	9.246	8.906	9.366	7.618	10.25	9.539	8.325	10.51	10.75	13.53	12.63	3.1	9.444
GTEX-XAJ8-1126-SM-47JYA	GTEX-XAJ8-1126-SM-47JYA	Nerve	10.43	9.848	9.807	9.335	7.949	9.451	10.1	9.373	12.16	10.48	10.59	13.78	12.62	0	8.861
GTEX-N7MS-0526-SM-4E3JP	GTEX-N7MS-0526-SM-4E3JP	Nerve	10.42	10.01	9.721	8.961	9.128	8.119	10.07	9.421	11.44	10.73	10.8	13.09	12.37	5.155	9.296
GTEX-1212Z-2726-SM-5EQ59	GTEX-1212Z-2726-SM-5EQ59	Nerve	10.42	9.779	9.576	9.203	9.276	7.386	10.27	9.453	7.375	10.37	10.85	12.74	12.38	5.202	8.539
GTEX-12126-0626-SM-5Q5AQ	GTEX-12126-0626-SM-5Q5AQ	Nerve	10.42	9.74	9.485	8.532	8.876	8.651	10.01	9.281	11.15	10.11	10.41	12.84	12.12	1.288	9.051
GTEX-Y9LG-2226-SM-4VDS9	GTEX-Y9LG-2226-SM-4VDS9	Nerve	10.42	9.647	9.312	9.392	8.877	8.439	11.01	9.849	9.29	10.55	10.46	13.78	12.82	4.753	9.575
GTEX-S3XE-1926-SM-3K2B3	GTEX-S3XE-1926-SM-3K2B3	Nerve	10.41	9.894	9.48	9.726	8.342	9.039	10.31	9.613	11.43	11.31	10.46	13.76	13.03	1.822	9.334
GTEX-ZTX8-1726-SM-51MSB	GTEX-ZTX8-1726-SM-51MSB	Nerve	10.4	9.969	9.527	9.579	8.772	9.767	10.14	9.575	10.53	10.84	10.52	13.68	13.01	1.066	9.724
GTEX-11EI6-0426-SM-5EQ43	GTEX-11EI6-0426-SM-5EQ43	Nerve	10.4	9.906	9.548	9.72	9.985	9.164	10.46	9.673	5.614	10.86	11.07	14.06	12.76	0	8.78
GTEX-1314G-1826-SM-5LZVA	GTEX-1314G-1826-SM-5LZVA	Nerve	10.4	9.723	9.448	8.877	8.955	8.46	9.992	9.272	7.421	10.41	10.42	13.39	12.46	0	9.065
GTEX-13W46-0526-SM-5IJBD	GTEX-13W46-0526-SM-5IJBD	Nerve	10.39	10.23	9.354	8.991	9.594	9.034	9.99	9.431	6.207	10.52	10.88	13.52	12.56	0	9.076
GTEX-QEG4-1126-SM-2S1P7	GTEX-QEG4-1126-SM-2S1P7	Nerve	10.39	10.01	9.688	8.986	9.071	8.078	9.979	9.215	10.09	10.46	10.46	12.93	12.18	1.226	9.121
GTEX-14BIM-0426-SM-5SI9N	GTEX-14BIM-0426-SM-5SI9N	Nerve	10.39	9.83	9.271	8.977	8.278	9.053	10.32	9.58	8.889	10.74	10.58	13.3	12.69	0	9.183
GTEX-X585-0426-SM-4E3JZ	GTEX-X585-0426-SM-4E3JZ	Nerve	10.39	9.761	9.402	8.763	9.721	7.945	9.983	9.698	6.502	10.85	10.71	13.42	12.41	4.675	9.266
GTEX-OHPN-2926-SM-3LK65	GTEX-OHPN-2926-SM-3LK65	Nerve	10.38	10.39	9.549	9.23	8.908	9.018	10.07	10.03	9.64	10.71	10.57	13.84	12.78	1.107	9.117
GTEX-13OW6-0226-SM-5J1NB	GTEX-13OW6-0226-SM-5J1NB	Nerve	10.38	10.36	9.342	9.011	8.513	9.813	10.11	9.941	11.73	10.81	10.09	13.4	12.53	1.594	8.525
GTEX-1211K-2326-SM-5FQU7	GTEX-1211K-2326-SM-5FQU7	Nerve	10.38	10.19	9.403	9.662	8.382	9.415	10.39	9.539	9.124	11.27	10.58	14.33	13.13	4.499	9.721
